,id,Profession,annee_sour,source,Professi_1,localisati,détail,ind_Nom,indiv_titr,associé_n,successeur,ancienne m,nbre_adres,activités,annee_expo,nom_boutiq,type_rue,article_ru,nom_rue,num_rue,cpltnum_ru,ville_rue,autre_vill,infos_rue,unnamed_1,quart/sect,arrondisse,unnamed_2,unnamed_3,geocoder_t,geocoder_s,a_corriger,lon,lat,address,type_1,geometry.type_1,geometry.lng_1,geometry.lat_1,properties.label_1,properties.score_1,properties.id_1,properties.type_1,properties.x_1,properties.y_1,properties.importance_1,properties.name_1,properties.postcode_1,properties.citycode_1,properties.city_1,properties.district_1,properties.context_1,properties.housenumber_1,properties.street_1
276,287,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"maillard, fortuné",,,,,,f et nouv,,,rue,du,faubourg poissonnière,27,,fbg mmt,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34777843826706,48.874263498914395,27  rue du faubourg poissonnière,Feature,Point,2.347798,48.872849,27 Rue du Faubourg Poissonnière 75009 Paris,0.9572290909090907,75109_3512_00027,housenumber,652161.0,6863844.72,0.52952,27 Rue du Faubourg Poissonnière,75009,75109,Paris,Paris 9e Arrondissement,"75, Paris, Île-de-France",27,Rue du Faubourg Poissonnière
277,288,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,couturier,,,,,,,,,boulevard,,poissonnière,20,,fbg mmt,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34390524199162,48.871515522661,20  boulevard  poissonnière,Feature,Point,2.345368,48.871284,20 Boulevard Poissonnière 75009 Paris,0.9572290909090907,75109_7560_00020,housenumber,651981.25,6863672.16,0.52952,20 Boulevard Poissonnière,75009,75109,Paris,Paris 9e Arrondissement,"75, Paris, Île-de-France",20,Boulevard Poissonnière
278,289,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,debrage,,,,,,fab façon cachemire et nouveautés,,,rue,du,faubourg saint denis,19,,fbg poissonnière,,,,,,,,precise_geocoding,jacoubet_paris,1,2.352863162857,48.8704748292257,19  rue du faubourg saint denis,Feature,Point,2.3529,48.870447,19 Rue du Faubourg Saint-denis 75010 Paris,0.9591972727272727,75110_3516_00019,housenumber,652532.99,6863574.53,0.55117,19 Rue du Faubourg Saint-denis,75010,75110,Paris,Paris 10e Arrondissement,"75, Paris, Île-de-France",19,Rue du Faubourg Saint-denis
279,290,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"fournier, c",,,,,,"fab cachemire et nouveautés ; rue neuve sainte eustache, 36 et fab faubourg saint denis 123",,,rue,,faubourg saint denis,123,,fbg poissonnière,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3559519340393,48.8762372057215,123  rue  faubourg saint denis,Feature,Point,2.356048,48.876756,123 Rue du Faubourg Saint-denis 75010 Paris,0.8682881818181818,75110_3516_00123,housenumber,652769.62,6864274.12,0.55117,123 Rue du Faubourg Saint-denis,75010,75110,Paris,Paris 10e Arrondissement,"75, Paris, Île-de-France",123,Rue du Faubourg Saint-denis
280,291,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,mascré,,,,,,"fab cachemires et autres ; rue bourbon villeneuve 24 et rue du faubourg saint martin, 13 ; fab à fresnoy le grand",,,rue,du,faubourg saint martin,13,,fbg st denis,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35576940486595,48.86976273809711,13  rue du faubourg saint martin,Feature,Point,2.355836,48.869748,13 Rue du Faubourg Saint-martin 75010 Paris,0.9591972727272727,75110_3522_00013,housenumber,652747.73,6863494.98,0.55117,13 Rue du Faubourg Saint-martin,75010,75110,Paris,Paris 10e Arrondissement,"75, Paris, Île-de-France",13,Rue du Faubourg Saint-martin
281,292,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,frainais & gramagnac,,,,,,entrepôt général de châles cachemires et mérinos ternaux,,,rue,,feydeau,32,,feydeau,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3392914624110297,48.8698908084019,32  rue  feydeau,Feature,Point,2.339357,48.869879,32 Rue Feydeau 75002 Paris,0.9523227272727272,75102_3635_00032,housenumber,651539.03,6863519.53,0.47555,32 Rue Feydeau,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",32,Rue Feydeau
282,293,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,brousse & audebert,,,,,,mds,,,rue,,feydeau,34,,feydeau,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3391532509201203,48.8699283267569,34  rue  feydeau,Feature,Point,2.339249,48.869902,34 Rue Feydeau 75002 Paris,0.9523227272727272,75102_3635_00034,housenumber,651531.2,6863522.16,0.47555,34 Rue Feydeau,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",34,Rue Feydeau
283,294,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,brousse & audebert,,,,,,mds,,,rue,,richelieu,82,,feydeau,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33911086708064,48.869969647126204,82  rue  richelieu,Feature,Point,2.339177,48.869953,82 Rue de Richelieu 75002 Paris,0.8008075757575758,75102_8212_00082,housenumber,651525.95,6863527.89,0.47555,82 Rue de Richelieu,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",82,Rue de Richelieu
284,295,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,poultier peuvrel,,,,,,"châles laine brochés et en tissu bourre de soie, étoffes tissus mérinos et napolitaines",,,rue,,saint denis,140,,lombards,,,,,,,,precise_geocoding,jacoubetl_paris,1,2.349234675686,48.86183033138371,140  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
285,296,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,godfroy,,,,,,châles et bordures cachemire de lyon,,,rue,des,deux boules,12,,louvre,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3450419562984304,48.8592769879486,12  rue des deux boules,Feature,Point,2.346018,48.858864,Rue des Deux Boules 75001 Paris,0.821450779220779,75101_2762,street,652017.51,6862290.7,0.46453,Rue des Deux Boules,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",,
286,297,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"froyez, f",,,,,,et md,,,rue,,thibaudoté,20,,louvre,,,,,,,,precise_geocoding,osm_paris,1,2.3445290097919598,48.8593992964571,20  rue  thibaudoté,Feature,Point,2.303988,48.835553,20 Rue Thiboumery 75015 Paris,0.467565867768595,75115_9270_00020,housenumber,648911.0,6859725.12,0.59777,20 Rue Thiboumery,75015,75115,Paris,Paris 15e Arrondissement,"75, Paris, Île-de-France",20,Rue Thiboumery
287,298,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,devailly père & fils,,,,,,fab,,,rue,,coq héron,9,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34288458972711,48.8647385068381,9  rue  coq héron,Feature,Point,2.342446,48.864474,9 Rue Coq Héron 75001 Paris,0.951320909090909,75101_2316_00009,housenumber,651760.68,6862916.65,0.46453,9 Rue Coq Héron,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",9,Rue Coq Héron
288,299,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"simon, albert & co",,,,,,"fab, commerce de châles mérinos, cachemires et nouveautés ; commandités par ternaux & fils",,,rue,des,fossés montmartre,2,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34168953393523,48.8659309574259,2  rue des fossés montmartre,Feature,Point,2.356127,48.839405,2 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00002,housenumber,652741.54,6860121.0,0.52909,2 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",2,Rue des Fossés Saint-marcel
289,300,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,michel ; gourié & co,,,,,,seul dépôt avoué des fab ternaux,,,rue,des,fossés montmartre,3,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34174748199378,48.8660601198225,3  rue des fossés montmartre,Feature,Point,2.356366,48.839447,3 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00003,housenumber,652759.17,6860125.56,0.52909,3 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",3,Rue des Fossés Saint-marcel
290,301,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,eggly roux & co,,,,,,fab châles façonnés et ch d'été de toute espèce,,,rue,des,fossés montmartre,4,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3420233116525697,48.8660415024382,4  rue des fossés montmartre,Feature,Point,2.356083,48.839255,4 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00004,housenumber,652738.23,6860104.3,0.52909,4 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",4,Rue des Fossés Saint-marcel
291,302,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"niquet, félix",,,,,,f cachemires et nouveautés,,,rue,des,fossés montmartre,4,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34202283279542,48.8660421213338,4  rue des fossés montmartre,Feature,Point,2.356083,48.839255,4 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00004,housenumber,652738.23,6860104.3,0.52909,4 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",4,Rue des Fossés Saint-marcel
292,303,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,pin & co,,,,,,"dépôt de châles ternaux, lagorce et toutes fab françaises, mérinos et cachemires à l'aune, draps et casimirs ternaux, confection d'habits",,,rue,des,fossés montmartre,4,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3424275217137205,48.8662048550934,4  rue des fossés montmartre,Feature,Point,2.356083,48.839255,4 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00004,housenumber,652738.23,6860104.3,0.52909,4 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",4,Rue des Fossés Saint-marcel
293,304,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"bayle, g & co",,,,,,"f châles et bordures cachemire (pur cachemire) ; dépôt de châles, bord et ? Bourre de soie, imitation de cachemire de leur fab de lyon",,,rue,des,fossés montmartre,6,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34242782597643,48.86620521022861,6  rue des fossés montmartre,Feature,Point,2.356049,48.839135,6 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00006,housenumber,652735.59,6860090.99,0.52909,6 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",6,Rue des Fossés Saint-marcel
294,305,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,polino frères,,,,,,"filat et fab de tissus unis de cachemire, filat et fab rue de la roquette 1 ; bureau et magasin rue sainte appoline 9",,,rue,des,fossés montmartre,7,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34210789778815,48.8661960574448,7  rue des fossés montmartre,Feature,Point,2.356301,48.839218,7 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00007,housenumber,652754.13,6860100.11,0.52909,7 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",7,Rue des Fossés Saint-marcel
295,306,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"renouard aîné, f.a.",,,,,,"fab, et gazes, barèges, etc.",,,rue,des,fossés montmartre,8,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34284425026925,48.866362026596796,8  rue des fossés montmartre,Feature,Point,2.35602,48.839035,8 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00008,housenumber,652733.4,6860079.88,0.52909,8 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",8,Rue des Fossés Saint-marcel
296,307,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,coudère frères,,,,,,"dépôt de châles, tissus et bordures bourre de soie de lyon et articles de nîmes ; maison à lyon",,,rue,des,fossés montmartre,12,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34313860791632,48.8664672438033,12  rue des fossés montmartre,Feature,Point,2.355938,48.838748,12 Rue des Fossés Saint-marcel 75005 Paris,0.5935536363636362,75105_3751_00012,housenumber,652727.1,6860048.07,0.52909,12 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",12,Rue des Fossés Saint-marcel
297,308,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"pascal, jj",,,,,,"fab ch laine et cachemire, barèges, fichus, écharpes, et articles pour robes, laine, soie et coton",,,rue,des,fossés montmartre,14,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34331766495429,48.8665346995941,14  rue des fossés montmartre,Feature,Point,2.355872,48.838517,14 Rue des Fossés Saint-marcel 75005 Paris,0.5935536363636362,75105_3751_00014,housenumber,652722.02,6860022.41,0.52909,14 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",14,Rue des Fossés Saint-marcel
298,309,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,sangouard,,,,,,"f façon cachemire, banios et nouv",,,rue,des,fossés montmartre,14,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34331731120572,48.8665347364986,14  rue des fossés montmartre,Feature,Point,2.355872,48.838517,14 Rue des Fossés Saint-marcel 75005 Paris,0.5935536363636362,75105_3751_00014,housenumber,652722.02,6860022.41,0.52909,14 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",14,Rue des Fossés Saint-marcel
